Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Omelet Bar,Kosher,Breakfast,,[],2023-01-24,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Pina Colada Muffin,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-24,341,1 EACH,16.4g,44.2g,3.5g,0.8g,0g,28.4g,55.8mg,23.2g,212.8mg,3.6g,28.5mg,0.5mg,0.3mcg,55.2mg
Cheese Tortellini w/ Red Pesto & Cannellini,Kosher,Lunch,"Milk, Eggs, Wheat","['Smart Check', 'Vegetarian']",2023-01-24,212,6 OZ,7g,30.3g,1.7g,1.3g,0g,3g,22mg,0g,503.6mg,6.7g,46.4mg,1.9mg,0mcg,102.5mg
Buffalo Wings,Kosher,Lunch,"Soybeans, Gluten",[],2023-01-24,418,5 EACH,35g,2.8g,7.1g,0g,0g,0g,84.1mg,0g,887.9mg,25.2g,0mg,1.5mg,mcg,mg
Ranch Chicken Wings,Kosher,Lunch,"Milk, Soybeans, Gluten",[],2023-01-24,425,5 EACH,35.9g,2.8g,7.2g,0g,0g,0g,84.5mg,0g,542.7mg,25.2g,1.9mg,1.5mg,mcg,mg
Teriyaki Chicken Wings,Kosher,Lunch,"Wheat, Soybeans, Gluten",[],2023-01-24,448,5 EACH,35g,10g,7.1g,0g,0g,6g,84.1mg,4.8g,1024.6mg,26.4g,0mg,1.5mg,mcg,mg
Chicken Vegetable Soup,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-24,67,6 OZL,0.4g,5.3g,0.3g,0.9g,0g,2.3g,17.5mg,0g,337.6mg,9.1g,12.9mg,0.4mg,0mcg,45.8mg
Grilled Cheese,Kosher,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-24,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Honey Glazed Carrots,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-24,77,3 OZ,2.3g,14.2g,0.7g,2.1g,0g,11.1g,0mg,5.5g,47.2mg,0.9g,22.7mg,0.4mg,mcg,273.3mg
Italian Caprese Panini,Kosher,Lunch,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-24,351,1 EACH,16.5g,39.1g,4.4g,1.4g,0g,7.3g,14.6mg,3.2g,461.9mg,11.9g,173.2mg,2.4mg,0mcg,182.5mg
Mashed Potatoes,Kosher,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-24,132,4 OZ,5.2g,17.5g,3.3g,0g,0g,2.3g,15.4mg,0g,278.2mg,3.1g,91.5mg,0.3mg,1mcg,249.5mg
Roasted Brussel Sprouts with Bacon,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-24,46,3 OZ,1g,7.7g,0.3g,3.3g,0g,1.9g,2mg,0g,65.8mg,3.5g,36.3mg,1.2mg,0mcg,335.7mg
Marinara Sauce,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Beef Cheeseburger No Bun,Kosher,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-01-24,292,1 EACH,19.3g,1.5g,8.2g,0g,0.7g,0.5g,90.9mg,0g,325.6mg,27g,91.2mg,2.6mg,0.1mcg,375.1mg
Chili & Cheese Dog,Kosher,Lunch,"Milk, Wheat, Soybeans",[],2023-01-24,486,1 EACH,32.2g,25.2g,13.8g,1.2g,0.1g,3.9g,72mg,0g,1070.9mg,21.2g,295.1mg,2.5mg,0mcg,73.3mg
Curly Fries,Kosher,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-24,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Chicken Breast,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-24,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Baked Ziti (D),Kosher,Lunch,"Milk, Wheat",['Vegetarian'],2023-01-24,246,6 OZ,10g,26.3g,5.5g,0.7g,0g,7.8g,33.1mg,1.4g,544.9mg,12.1g,242.3mg,1.2mg,0mcg,257.1mg
Corn,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,74,3 OZ,0g,17g,0g,0g,0g,1.1g,0mg,0g,0mg,1.1g,0mg,0mg,mcg,mg
Minestrone Soup,Kosher,Lunch,"Wheat, Soybeans",[],2023-01-24,52,6 OZL,1.9g,7.1g,0.2g,0.7g,0g,2.5g,3.1mg,0.3g,689.4mg,2.2g,24.1mg,0.4mg,0mcg,151.7mg
Protein Packed Caprese Cutlet,Kosher,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-24,236,1 EACH,12.3g,21g,3.2g,0.2g,0g,2.4g,8.8mg,1g,414.8mg,12.1g,102.1mg,1.5mg,0mcg,243.6mg
Stir Fry Bar,Kosher,Lunch,,[],2023-01-24,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Beef & Bean Burrito,Kosher,Lunch,"Milk, Wheat, Soybeans",[],2023-01-24,355,1 EACH,14.3g,44g,6.6g,0.2g,0g,4.5g,30.4mg,2g,976.6mg,13.9g,347.5mg,2.3mg,0mcg,286.1mg
Halal Fiesta Rice,Kosher,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-01-24,96,3 OZ,1g,19.3g,0.2g,0.4g,0g,1.2g,0mg,0g,665.4mg,2g,31.7mg,1.1mg,0mcg,63.3mg
Pepperoni Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-24,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-24,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
M & M Cookies,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-24,160,1 EACH,7g,24g,3.5g,1g,0g,15g,10mg,0g,140mg,2g,0mg,0.7mg,0mcg,35mg
Snickerdoodle Cookies,Kosher,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-24,171,1 EACH,7.2g,25.4g,4.1g,0.1g,0g,14.9g,15.4mg,1.6g,143.8mg,2.1g,4mg,0.8mg,0mcg,36.9mg
Salmon with Leeks and Red Pepper,Kosher,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-24,243,1 EACH,12.8g,6.3g,1.4g,0.5g,0g,1.9g,45.2mg,0g,392.3mg,22.7g,16.4mg,0.6mg,0mcg,95.5mg
Huli Huli Chicken,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Smart Check']",2023-01-24,259,1 EACH,7.4g,7.2g,1.6g,0g,0g,6.3g,170.9mg,0g,580.2mg,36.6g,36.6mg,2.1mg,0mcg,21.4mg
Sesame Tofu Steak,Kosher,Dinner,"Soybeans, Gluten, Sesame","['Vegetarian', 'Vegan']",2023-01-24,282,1 EACH,17.9g,16.9g,1.7g,0.1g,0g,1.3g,0mg,0.7g,622mg,12.5g,107.5mg,2.3mg,0mcg,167.7mg
Spring Vegetable Lo Mein,Kosher,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-01-24,274,6 OZ,5.9g,47.4g,0.6g,2.2g,0g,9.1g,0mg,5.5g,630.1mg,9g,44.9mg,1.7mg,0mcg,158mg
Aztec Vegetables,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,88,3 OZ,1.6g,13.5g,0.1g,0.8g,0g,1.8g,0mg,0g,342.9mg,4.3g,25.8mg,0.3mg,3.2mcg,143.3mg
Green Bean Saute,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,45,3 OZ,1.9g,6.5g,0.2g,2.3g,0g,3.3g,0mg,0g,100.7mg,1.6g,28.4mg,0.5mg,0mcg,151.4mg
Sweet Potato Gratin,Kosher,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-24,239,4 OZ,17.6g,12.9g,13.7g,1.9g,0g,2.6g,68.6mg,0g,234.6mg,4.3g,1282mg,0.4mg,0mcg,216.2mg
Marinara Sauce,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meat Sauce,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-01-24,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Awesome Burger,Kosher,Dinner,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-01-24,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Curly Fries,Kosher,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-24,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Chicken Breast,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-24,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Kosher,Dinner,,['Gluten Friendly'],2023-01-24,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Signature Beef Burger,Kosher,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-01-24,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Basmati Rice,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Breakfast Croissant,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans",[],2023-01-25,441,1 EACH,27.1g,35.5g,10.3g,0g,0g,5.5g,140.3mg,0g,756.9mg,15.6g,176.9mg,2.9mg,1.1mcg,92.9mg
Cheesy Scrambled Eggs,Kosher,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-25,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oat Milk Pancakes,Kosher,Breakfast,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,264,2 EACH,3.1g,52g,0.3g,0g,0g,13.6g,0mg,12.4g,572.5mg,6.5g,341.4mg,2.7mg,1mcg,155.3mg
Overnight Oats,Kosher,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2023-01-25,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Corned Beef Hash,Kosher,Breakfast,,['Gluten Friendly'],2023-01-25,185,3 OZ,11.7g,11.7g,4.9g,0g,0g,1.5g,33.9mg,0.8g,587.5mg,7.9g,36.5mg,1mg,0mcg,173.6mg
Mini Potato Pancakes,Kosher,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-25,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Plant-Based Breakfast Sausage,Kosher,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Assorted Muffins,Kosher,Breakfast,"Eggs, Wheat, Soybeans, Coconut","['Contains Nuts', 'Vegetarian']",2023-01-25,227,1 EA,8.6g,37.5g,1.7g,0.8g,0g,18.8g,26.9mg,18g,2631.4mg,3g,183.4mg,1.2mg,0mcg,57.6mg
Belgian Waffle Bar,Kosher,Breakfast,,[],2023-01-25,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Breakfast Potatoes,Kosher,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Egg And Cheese Bagel,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-01-25,428,1 EACH,11.5g,62g,3.8g,2g,0g,6.6g,130.1mg,6.1g,943.6mg,17.6g,181.1mg,5.1mg,1.1mcg,180.2mg
Scrambled Eggs w/ Cheese,Kosher,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,162,3 OZ,10.9g,0.2g,4.2g,0g,0g,0g,350.2mg,0g,213.4mg,13.3g,86.7mg,2.2mg,2mcg,131.7mg
Omelet Bar,Kosher,Breakfast,,[],2023-01-25,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Blueberry Coffee Cake,Kosher,Breakfast,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,248,1/35 HFSHT,7.1g,42g,2.2g,0.6g,0g,20.3g,0mg,19.6g,175.4mg,3.2g,19.2mg,0.9mg,0mcg,40.6mg
Protein Packed Quesadilla,Kosher,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian']",2023-01-25,179,1 EACH,5.8g,18.9g,2.5g,0.5g,0g,1.3g,8.8mg,1g,457.1mg,12.1g,215.8mg,2.1mg,0mcg,82.5mg
Bayou Pasta with Shrimp,Kosher,Lunch,"Milk, Fish, Crustacean Shellfish, Wheat, Soybeans",[],2023-01-25,242,6 OZ,9.7g,21.1g,5.6g,1.4g,0g,3.6g,77.7mg,0g,632.4mg,11.2g,824.7mg,1.2mg,0mcg,145mg
Grilled Chicken Fajita Wrap,Kosher,Lunch,"Milk, Wheat, Soybeans",[],2023-01-25,547,1/2 EACH,34.5g,28.9g,9.5g,0.7g,0g,1.4g,72.1mg,0g,1120.3mg,28.1g,462.2mg,2.1mg,0mcg,106.2mg
Taco Bar,Kosher,Lunch,,[],2023-01-25,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Taco Meat,Kosher,Lunch,,['Gluten Friendly'],2023-01-25,296,4 OZ,21.2g,3.2g,10.1g,0g,1g,1.6g,75.6mg,0g,730.9mg,20.2g,20.7mg,2.7mg,0mcg,0mg
Chili con Carne,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-01-25,177,6 OZL,9.5g,9.4g,4.5g,0.6g,0.4g,2.5g,33.6mg,0g,303.1mg,12.1g,78.9mg,2.2mg,0mcg,219.8mg
Corn Taco Shell,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,53,1 EACH,2.3g,7g,0.3g,0g,0g,0g,0mg,0g,0mg,0.7g,8.7mg,0.1mg,mcg,mg
Flour Tortillas,Kosher,Lunch,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,90,1 EACH,2.3g,15g,0.8g,0g,0g,1g,0mg,1g,235mg,2g,57mg,1mg,0mcg,32.5mg
Frijoles Pintos Con Queso,Kosher,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,92,4 OZ,1.7g,13.1g,0.8g,4.2g,0g,0.9g,4.2mg,0g,194.9mg,5.5g,75.2mg,1.1mg,0mcg,248.7mg
Grilled Cheese,Kosher,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-25,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Herb Buttered Corn,Kosher,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,106,3 OZ,3.4g,17.2g,2.2g,0.1g,0g,1.1g,9.3mg,0g,114.6mg,1.1g,1.6mg,0.1mg,0mcg,3.2mg
Southwestern Rice,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,144,3 OZ,3.2g,25.4g,0.3g,0g,0g,1.4g,0mg,0g,347.6mg,2.9g,21.1mg,1.3mg,0mcg,101.1mg
Tortilla Chips,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,142,1 OZ,6.1g,19.2g,0.5g,0g,0g,0g,0mg,0g,111.4mg,2g,0mg,0mg,mcg,mg
Marinara Sauce,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Nacho Cheese Sauce,Kosher,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-01-25,70,2 OZL,5g,4g,1.5g,0g,0g,0g,4.5mg,0g,530mg,1g,40mg,0mg,0mcg,mg
Beef Cheeseburger No Bun,Kosher,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-01-25,292,1 EACH,19.3g,1.5g,8.2g,0g,0.7g,0.5g,90.9mg,0g,325.6mg,27g,91.2mg,2.6mg,0.1mcg,375.1mg
Grilled Chicken Breast,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Kosher,Lunch,,['Gluten Friendly'],2023-01-25,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Kosher,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-25,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Blackened Catch of the Day,Kosher,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,81,1 EACH,0.9g,0g,0g,0g,0g,0g,45mg,0g,63.4mg,18g,18mg,0.3mg,0mcg,mg
Falafel w/ Tahini Dressing,Kosher,Dinner,"Wheat, Gluten, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,285,2 EACH,12.5g,35.1g,1.1g,4.3g,0g,2.5g,0mg,0.9g,341.6mg,8.2g,91.9mg,3.2mg,0mcg,122mg
Outback Chicken with Apple Smoked Bacon,Kosher,Dinner,"Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,315,1 EACH,11.3g,11.4g,2.8g,0.2g,0g,10.2g,179.4mg,0g,441.8mg,38g,44.9mg,2.2mg,0mcg,11.1mg
All American Grilled Cheese,Kosher,Dinner,"Milk, Wheat, Soybeans",['Vegetarian'],2023-01-25,394,1 EACH,20g,40.6g,10.9g,2g,0g,3.5g,47.6mg,0g,1180.8mg,13.6g,277.7mg,2.3mg,0.2mcg,91.9mg
Honey Roasted Parsnips & Sweet Potatoes,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,103,4 OZ,2.2g,20.5g,0.2g,3.6g,0g,8.1g,0mg,1.3g,168.9mg,1.5g,26.7mg,0.6mg,0mcg,301.2mg
Marinara Sauce,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Mashed Potatoes,Kosher,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,142,4 OZ,7.8g,15.1g,4.9g,1.7g,0g,0.5g,21.1mg,0g,147.4mg,2.6g,25.2mg,0.8mg,0.2mcg,459.2mg
Peas,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,69,3 OZ,0g,11.8g,0g,3.9g,0g,0g,0mg,0g,0mg,4.9g,13.7mg,1mg,0mcg,132.3mg
Grilled Chicken Breast,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Kosher,Dinner,,['Gluten Friendly'],2023-01-25,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Kosher,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-25,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Signature Beef Burger,Kosher,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-01-25,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Beef Gravy,Kosher,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-01-25,39,2 OZL,2.5g,3.4g,0.8g,0.1g,0g,0.8g,0mg,0.7g,51.4mg,0.3g,1.6mg,0.1mg,0mcg,4mg
California Vegetable Blend,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,29,3 OZ,0g,4.8g,0g,1.9g,0g,1.9g,0mg,0g,28.6mg,1g,0mg,0mg,mcg,mg
California Veggie Burger w/ Bun,Kosher,Dinner,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2023-01-25,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Mashed Potatoes Garlic,Kosher,Dinner,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,130,4 OZ,7g,18g,3g,2g,0g,1.9g,0mg,0g,132.6mg,2.6g,15.6mg,0.7mg,0mcg,488.4mg
Salisbury Steak,Kosher,Dinner,"Eggs, Wheat, Soybeans",['Less Sodium'],2023-01-25,411,1 EACH,30.1g,8.1g,10.4g,0.8g,1.4g,3g,113.6mg,1.3g,201.1mg,24.7g,35.5mg,1.7mg,0.1mcg,439.2mg
"Bacon, Egg & Cheese Bagel",Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2023-01-25,473,1 EACH,15g,62g,5.3g,2g,0g,6.6g,140.1mg,6.1g,1068.2mg,20.6g,181mg,5.1mg,1.1mcg,180.1mg
Classic Italian Combo,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-01-25,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Garden Side Salad,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,52,1 EACH,0.4g,11.4g,0.1g,3.7g,0g,5.6g,0mg,0g,32.4mg,2.2g,63.3mg,1.3mg,0mcg,419.3mg
Garden Side Salad with Scoop Tuna,Kosher,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2023-01-25,255,1 EACH,15g,10.4g,1.4g,3.3g,0g,4.9g,26.3mg,0g,305.9mg,18.8g,58.7mg,1.9mg,0mcg,382.2mg
Gluten Free Egg And Cheese Bagel,Kosher,Dinner,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-01-25,436,1 EACH,20.5g,49.5g,8.8g,0g,0g,5.5g,130.1mg,0g,858.4mg,15.5g,155.9mg,2.1mg,1.1mcg,92.4mg
Gluten Free Ham & Cheese Sandwich,Kosher,Dinner,"Milk, Soybeans",['Gluten Friendly'],2023-01-25,410,1 EACH,15.9g,51g,6.1g,5.2g,0g,11.7g,65.8mg,6g,1979mg,19.9g,164.7mg,1.8mg,0.1mcg,132.3mg
Large Chocolate Chip Cookie,Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Red Pepper Hummus Wrap,Kosher,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-01-25,498,1 EACH,18.8g,68.6g,3g,4.1g,0g,5.2g,0mg,0g,980.4mg,11.8g,163.7mg,5.1mg,0mcg,294.2mg
